,id,text,timestamp
0,1079527340617723904,I bought a portable cell charger. It stays charged forever and quickly charges two devices at once. Best purchase I ever made. It would get you through a 3 day power outage at minimum.,2018-12-30 23:59:09
1,1079527053555392513,"The filthy scum media @cnn didn’t show the REAL VIDEO! They edited out the UFO, & the beam & just blamed a power outage! 

There Was Something Unsettling About That Blue Light In New York City. https://youtu.be/HfKSMRoDkTM  via @YouTube",2018-12-30 23:58:00
2,1079523909312098305,Massive power outage hits southern Zim http://bit.ly/2EW2Enj  #263Chat #Twimbos #NewsDay #Zimbabwe,2018-12-30 23:45:31
3,1079522345134538752,Massive power outage hits southern Zim https://www.thezimbabwedaily.com/news/301076-massive-power-outage-hits-southern-zim.html …pic.twitter.com/EMfwHQskNP,2018-12-30 23:39:18
4,1079522317284237312,A major power outage this afternoon is impacting Akaroa & many of the bays and valleys of Banks Peninsular... http://www.oriongroup.co.nz/current ,2018-12-30 23:39:11
5,1079521524586041344,@KenyaPower_Care second power outage in 72 hours. What is going on????? 28359164,2018-12-30 23:36:02
6,1079520445983084545,"Power Outages Camping Hiking Fishing Traveling 
-
Emergency Hand Crank Power Charger! 
—————————————————
GET IT HERE!
http://www.EastCoastGadgets.com 
Shortcut:… https://www.instagram.com/p/BsB6nG5F0Dp/?utm_source=ig_twitter_share&igshid=f25bax22eahv …",2018-12-30 23:31:45
7,1079517674844114944,Kevin Spacey / NYC Power Outage / ISIS NYE Threats https://youtu.be/zaC55SROhUw  via @YouTube,2018-12-30 23:20:44
8,1079517236098945024,*RED PILL AWAKEN: POWER OUTAGE! In Canada. Its happening! Get Ready!! https://youtu.be/F4_zNWQutzw  via @YouTube,2018-12-30 23:19:00
9,1079516810540650496,I liked a @YouTube video http://youtu.be/7VDQU3hRV98?a  WARNING! What's behind the Power Outage In New York and Who's Controlling It?,2018-12-30 23:17:18
10,1079516794862354432,Massive power outage hits southern Zim - The Harare Times http://dlvr.it/Qvg8bR ,2018-12-30 23:17:15
11,1079516237934190593,Solar flares are starting to cause power outages because of the amount of plasma discharged into the air and tachyons particles may be a part of it as well electrified magnetic particles cause chaoso_O pic.twitter.com/GNlxy0GscE,2018-12-30 23:15:02
12,1079516237770706944,"Oh man.  Power outage here over Christmas about 6 hrs., luckily we were not home.  Hope it doesn’t take that long.",2018-12-30 23:15:02
13,1079515952859901952,"Are there any government incentives to install solar power?
I installed 12kw of solar 5 years ago . It cost 50g . 
Just found out the batteries are shot during our last power outage. The system won't work now
It's 10 grand to replace the batteries
What a waste of money",2018-12-30 23:13:54
14,1079515904298209281,"So, how are you watching chess with a power outage? Got a generator",2018-12-30 23:13:42
15,1079515659552190464,10 Emergency Foods You Must Stock for a Power Outage Situation http://rviv.ly/IywQPA ,2018-12-30 23:12:44
16,1079515655001403392,How to Avoid a Winter Power Outage by Being Prepared http://rviv.ly/Q8BF02 ,2018-12-30 23:12:43
17,1079515435333312512,Power Outage due to Maintenance on Electrical Equipment http://collegenewsupdates.com/power-outage-due-to-maintenance-on-electrical-equipment/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …,2018-12-30 23:11:50
18,1079514881521377281,"Experienced such a, 'silent blue light explosion' event quite some years ago, what stood out was many suburban blocks of INDIVIDUALLY effected houses re; mains power (on the same lines) AND Electronic Communication Devices, outage & return. Imagine being The Powered house WTSHTF",2018-12-30 23:09:38
19,1079514880036691968,"WARNING! 
What's behind the Power Outage In New York and Who's Controlling It?

April LaJune
Streamed live 2 hours ago

The very strange blue light that was over New York is not what you think it is!
https://www.youtube.com/watch?v=7VDQU3hRV98 …",2018-12-30 23:09:38
20,1079514541082460167,I’m a power outage rn,2018-12-30 23:08:17
21,1079513364492177409,"I'm dreaming of a power outage in #Minnesota right now. #Vikings #Bears 
Halftime 13-3",2018-12-30 23:03:37
22,1079513198905225218,"ANNOUNCEMENT: Our La Jolla restaurant has been affected by a power outage near the area.

We will remain closed until further notice.

Sorry for any inconvenience!

#TheTacoStand pic.twitter.com/HxmWCgqjuR",2018-12-30 23:02:57
23,1079512473370279936,Post | Hour Rule: Power Outage | https://colecionador.es/post/7043/hour-rule-power-outage/ …,2018-12-30 23:00:04
24,1079512159154065414,WARNING! What's behind the Power Outage In New York and Who's Controllin... https://youtu.be/7VDQU3hRV98  via @YouTube,2018-12-30 22:58:49
25,1079511423481462786,"@KenyaPower_Care Power outage account number 33105586 nandi road karen, please advice",2018-12-30 22:55:54
26,1079510746646474752,"So far this month we have seen

Mass email threats to schools, hospitals, and police departments

The power plant incident in NY

911 outages across the country

Computer virus affecting news outlets across the country

All related to trump. https://twitter.com/latimes/status/1079189448527536128 …",2018-12-30 22:53:12
27,1079510670805221377,"Power outage on the island, mostly in Saint Laurent, roughly 1,900 customers affected. Electricity expected back by 7 PM: Hydro Quebec",2018-12-30 22:52:54
28,1079510591642001408,Cuomo brought an alien mask to news conference on power outage that cast eerie blue light over NYC - Daily Mail http://ow.ly/Vabz101q1ja pic.twitter.com/46zcnDEkq2,2018-12-30 22:52:36
29,1079510074673057792,Power outage again and call was closed. call with ref CPWEB2377712 has been updated to:Completed. This is NOT resolved,2018-12-30 22:50:32
30,1079509922927144961,WARNING! What's behind the Power Outage In New York and Who's Controllin... https://youtu.be/7VDQU3hRV98  via @YouTube,2018-12-30 22:49:56
31,1079509465379016705,"I miss island living
Chicken causes brief power outage on Sunday, Dec. 16 https://www.guampdn.com/story/news/2018/12/17/chicken-causes-power-outage-guam/2332887002/ … via @guampdn",2018-12-30 22:48:07
32,1079508522134630400,"If you survived poor power outage, Lagos traffic & Death trapped caused by fuel Tankers, Boko Haram, Unpaid/half salaries, diseases caused by VisionScape in 2018.....I salute you.",2018-12-30 22:44:22
33,1079508447685681152,"Wastewater, Sewage Flows into Lavon Lake After Power Outage https://www.nbcdfw.com/news/local/Wastewater-Sewage-Dumped-into-Lavon-Lake-After-Power-Outage-503685961.html … via @nbcdfw",2018-12-30 22:44:04
34,1079508149202169857,We're so sorry for the trouble this morning. The Denver Airport experienced a power outage that impacted the checkin process. We'll do our best to make it up to you in the future! -Linnea,2018-12-30 22:42:53
35,1079506753761480707,"Monday is a ""First Alert Weather Day"" here in Rochester as winds will be gusting over 50mph as we head towards mid-night on New Years Eve. Downed trees and power outages are a possibility so plan accordingly. pic.twitter.com/qOFczqFNwY",2018-12-30 22:37:21
36,1079506561930805248,Cuomo brought an alien mask to news conference on power outage that cast eerie blue light over NYC - Daily Mail http://ow.ly/Vabz101q1ja pic.twitter.com/DubQ3ZNlzq,2018-12-30 22:36:35
37,1079505512939409408,"Power outages in Sandton, Cederberg, Athlone, PMB, Athlone CT, Benoni, Phoenix, Merebank, Chatsworth around 23:10 #ESKOM @Abramjee @KhuluPhasiwe @CityofJoburgZA @CityofCT @ILuvDBN @EskomSePush @Eskom_SA",2018-12-30 22:32:25
38,1079505314620203008,*....power outages will NOT have... https://twitter.com/Khethodolo/status/1079504238919798790 …,2018-12-30 22:31:37
39,1079505204045848576,Sin energía eléctrica varias calles en #Condado incluyendo la Calle Conveniencia y Rosriguez Serra/Power outage in many #Condado streets including Conveniencia and Rodz Serra streets. @AEEONLINE #SanJuan #PuertoRico,2018-12-30 22:31:11
40,1079504238919798790,"Next year this time, I will be country hopping with my husband. Power outages will have me up and shaking in my boots 
#DearGod #UniverseYouHearMe",2018-12-30 22:27:21
41,1079504195189846016,@apsFYI I've looked at your outage map for today 12/30 it shows 1 outage affecting 850 people; there are close to 2000 in our area of Cordes/Mayer/Spring  Valley/Poland that have no power. What's up?  More info please!,2018-12-30 22:27:11
42,1079502293635158024,"Just last week New York & Louisiana experience interruptions of electricity due to explosion in the power grid.. Montana, Colorado and Idaho also reported outages in Medical Communications, Internet, ATM, 911 and other essentials. pic.twitter.com/IpPWUw2cc7",2018-12-30 22:19:37
43,1079502175276023813,Cuomo brought an alien mask to news conference on power outage that cast eerie blue light over NYC - Daily Mail http://ow.ly/Vabz101q1ja pic.twitter.com/5bi3lkkrMs,2018-12-30 22:19:09
44,1079502033974185985,Cuomo brought an alien mask to news conference on power outage that cast eerie blue light over NYC - Daily Mail http://ow.ly/Vabz101q1ja pic.twitter.com/rDCrI4LsTu,2018-12-30 22:18:35
45,1079501468217065472,"@KenyaPower_Care experiencing a power outage. Location, ngumo area. AC no/ 01450477201",2018-12-30 22:16:20
46,1079501151874146304,"@realDonaldTrump Sorry.  Hey, I was wondering what if anything is being done to ensure these power incidents don't continue occuring, causing fires & power outages, etc.? Is there a federal agency to oversee the power companies who are having all of these accidents?",2018-12-30 22:15:05
47,1079501051215015937,Much Worse Then What We Are Saying Power Outages CHAOS Riots orders all from Owls Den Top FreeMasons RICHEST Families OLD FAILED NWO GLOBAL ELITES ARE ZIONISTS  Releasing PRISIONERS To Create MORE CRIME And FEAR PROJECT DECEPTION plan to Destroy America 5 Eyes Plus Plus PURE EVIL,2018-12-30 22:14:41
48,1079500959607328768,SCEG power outage map now indicating less than 20 customers are affected. We lost power at the station earlier but it’s come back on in the past 10 or so minutes. #CHSNews,2018-12-30 22:14:19
49,1079500837158825985,"Past performance does not guarantee future results, but some perspective on Duluth East's seeming power outage: their 3.4 December GPG is their second-highest total in the past six seasons. Only last season was higher. Welcome to Mike Randolph hockey.",2018-12-30 22:13:50
50,1079499974830886912,This thing of power outages can suck my dick.,2018-12-30 22:10:24
51,1079499835034796033,"Power outage affects nearly 1,700 in Kaneohe https://wsoe.org/power-outage-affects-nearly-1700-in-kaneohe/ …",2018-12-30 22:09:51
52,1079498567285260288,"From a city-wide, days-long power outage to a moose on the loose on the Queensway, here's what was in Ottawa's heart and mind in 2018.

Here's hoping 2019 won't be as crazy  https://ottawastart.com/what-ottawa-was-obsessed-with-in-2018-a-year-end-list/ …",2018-12-30 22:04:49
53,1079498446153936896,"Power outage affects nearly 1,700 in Kaneohe http://bit.ly/2Ant6Cx pic.twitter.com/v2ArRNr0Sj",2018-12-30 22:04:20
54,1079498426956632064,NIAC Catastrophic Power Outage Study | Homeland Security https://www.dhs.gov/publication/niac-catastrophic-power-outage-study …,2018-12-30 22:04:15
55,1079498349756248064,Putting together the shopping list after the power outage then the weekend out of town and we need... everything. pic.twitter.com/CvRuKQM1LL,2018-12-30 22:03:57
56,1079498267350745093,Cuomo brought an alien mask to news conference on power outage that cast eerie blue light over NYC - Daily Mail http://ow.ly/Vabz101q1ja pic.twitter.com/9WkX8T1yh3,2018-12-30 22:03:37
57,1079497548119900162,Cuomo brought an alien mask to news conference on power outage that cast eerie blue light over NYC - Daily Mail http://ow.ly/Vabz101q1ja pic.twitter.com/Gfmx4BtNSW,2018-12-30 22:00:46
58,1079496217128779776,"Ahh,,,finally back! Great Internet outage, power outage, and I'm in the boonies so get power last outage. Waving...anybody miss me? LOL I'm back to annoy! #amwriting #writercommunity",2018-12-30 21:55:28
59,1079495484564217856,Uh-oh Yetis are attracted to power outages! Be safe!,2018-12-30 21:52:34
60,1079495268897239040,"Power Outage: 06:43: (105 premises) - Deakin Avenue, Mildura - Restoration: 11:00 31-12-2018 Cause: Under investigation See https://www.powercor.com.au/power-outages  #vicPower",2018-12-30 21:51:42
