,id,text,timestamp
0,1039664546280030209,"SUNSHINE!  I'M  DYING, CAN'T PEOPLE READ. LOL!!  I'M COOKING SOME OF  THIS FOOD SO IF THERE IS POWER OUTAGES I WON'T LOSE IT.. I'M GLAD I GOT MY FOOD SUNDAY  AM.  BE SAFE AND  SHINE   <3",2018-09-11 23:58:38
1,1039664385302687744,Weather from Tropical Storm Olivia could cause power outages; some may last for extended periods. Customers should report outages by calling us at 1-855-304-1212 or using the Hawaiian Electric mobile app downloaded from the Apple App or Google Play Store. http://hwnelec.co/jSG530lMwis pic.twitter.com/00ySEz32gW,2018-09-11 23:58:00
2,1039664152803856384,Willson Contreras suffering from major power outage https://cubbiescrib.com/2018/09/11/chicago-cubs-willson-contreras-suffering-major-power-outage/?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/lCtGLzdOV1,2018-09-11 23:57:04
3,1039664027939614720,"AND PR had good power sources before Maria. Maria left them forced to buy hundreds of dollars worth of generators where they weren’t provided, especially on the smaller islands that no one even thinks to acknowledge THAT STILL STRUGGLE W POWER OUTAGES CAUSED BY HURRICANE DAMAGE!!",2018-09-11 23:56:34
4,1039663959970705409,"There's a typhoon coming and it'll probably hit this afternoon. Before a possible power outage, just wanna greet y'all a good day!  pic.twitter.com/3gbk2gyjjp",2018-09-11 23:56:18
5,1039663947123544064,"If you experience a power #outage, it’s important to unplug all of your appliances and tools. Here’s why: https://westridgeelectric.com/2-uncategorised/101-how-to-handle-a-power-outage …pic.twitter.com/fuTWoLm9ZW",2018-09-11 23:56:15
6,1039663339805147136,"(2/2) Power outages, rivers overrunning their banks, beach erosion. Where are all the evacuees going? I can't imagine what 5 million plus people are doing now, with their pets, and continue to do for the next week!
https://twitter.com/EricHolthaus/status/1039641343411318785 …",2018-09-11 23:53:50
7,1039662460876333062,Currently googling “how to save frozen breast milk in power outage” #AllThoseLateNightPumps #PleaseDontDoItToMeFlorence,2018-09-11 23:50:21
8,1039662405356273664,"Beep beep VA peeps. Looks like Florence is going to hit you pretty hard too. Stock up. Prepare for power outages. And stay safe. Love you, all!",2018-09-11 23:50:08
9,1039662391020142593,I’m in the Piedmont of NC and it’s not looking good for us...5-10 in of rain and higher TS force winds because they were forecasting the storm would stahl out and just days and days of rain..the quicker it moves inland higher wind lower rain and more power outages #prettyscary,2018-09-11 23:50:04
10,1039662326771863552,"Honestly, I'm seeing lots of rain and down trees, which may lead to power outages, in the coming days for where I am. EXCEPT EVERYONE IS FREAKING OUT LIKE WE'RE ALONG THE COAST AND IT'S UNNECESSARILY STRESSING ME OUT.",2018-09-11 23:49:49
11,1039662273747275776,"text message saying:
Duvall has a power outage. All roads in and out of town are slammed",2018-09-11 23:49:36
12,1039662214230286336,"I'm happily distracting myself whilst debating (before all hell of a storm hits), if I am more bothered by power outage and no AC, while I'm already suffering personal summers by the hour, or smelling terribly - or that I can't recall what the third item was. #HurricaneFlorerence",2018-09-11 23:49:22
13,1039662159226171394,"sending love from the mountains of North Carolina where, even in the mountains i am preparing for flash floods, downed trees and power outages from Florence. pic.twitter.com/j5k9y4jpNX",2018-09-11 23:49:09
14,1039661961431138304,"I’ll never understand why people go into full on dumbass mode whenever the weather isn’t sunny and 75. It’s a hurricane and we live inland so you might have a power outage and a flooded basement, but you’ll be ok.",2018-09-11 23:48:22
15,1039661877473640449,"The backup power supply on the SIMS said we lost power for 9 seconds during the close call with Hurricane Lane. On the margins of Tropical Storm Olivia, then, we should expect no more than... 6.2 seconds of outage. Phew, nothing to worry about!",2018-09-11 23:48:02
16,1039661211464413185,"sorry for no stream again today! i wasn't home and was preparing for the upcoming storms, but i do really want this schedule to work. i'll keep you guys posted on when the next stream will be, but there are expected power outages later this week. thank you for your patience ",2018-09-11 23:45:23
17,1039661169500454914,"Two times in less than a month.

Someone should investigate this

It's not acceptable.

I didn't have a non storm related power outage once in the previous 5 years.",2018-09-11 23:45:13
18,1039661133974659075,"During an extended power outage, ATMs & credit card machines may not work. Include extra $$ in your emergency kit. #HurricanePrep #NationalPreparednessMonth #DuckFireDepartment #DuckNC #DuckOBX",2018-09-11 23:45:04
19,1039660695426621440,"Trump says government is 'absolutely, totally prepared' for WidespreadFlooding ,people will die , power outages ,food shortages and chaos it was planned out that way  /Hurricane Florence is category 5  https://www.theguardian.com/world/2018/sep/11/florence-trump-latest-government-prepared-storm?CMP=share_btn_tw … @JudgeJoeBrownTV @grandetexan @vett41 @AngelaStroble2",2018-09-11 23:43:20
20,1039660398268612608,"Thank you  We will try! We should be north enough to avoid most of the bad stuff, but I'm still planning on a power outage and maybe a day off of work from the roads :P",2018-09-11 23:42:09
21,1039660374520291328,"As Hurricane Florence barrels towards the US, here's why you should always put a quarter on a cup... https://www.yahoo.com/lifestyle/apos-why-always-put-quarter-153355840.html?.tsrc=fauxdal …

With, 'power outages', happening anywhere/anytime, for various reasons, this is a GOOD IDEA EVERY TIME YOU ARE AWAY FROM  YOUR HOME FOR AN EXTENDED TIME!",2018-09-11 23:42:03
22,1039660241837801472,You Should Always Put a Quarter on a Frozen Cup of Water Before a Power Outage https://www.prevention.com/life/a23082128/cup-quarter-trick/ …,2018-09-11 23:41:32
23,1039660231180136450,Nat gas gets crushed when there are power outages due to lower demand... seen this the past few hurricanes.,2018-09-11 23:41:29
24,1039659947305431040,Get educated Bernie.  My friend was there before the storm and they had constant power outages.  They had water outages.  It was faster for them to hook up their own water rather then wait for the company to come out and look at it.  Its Obama's fault for not fixing it.,2018-09-11 23:40:22
25,1039659784407080960,"Hey @WCPSS - Thursday late morning for damaging winds, possible tornado activity, beginning of flash flooding and power outages. When the buses and parents are trying to get the kids home. pic.twitter.com/z5vRRm0JsI",2018-09-11 23:39:43
26,1039659694988480512,"When the Cayuse Mountain fire swept through the Spokane Indian Reservation in 2016, parts of the reservation were without power for five days.

The extended outage strengthened... http://www.spokesman.com/stories/2018/aug/28/spokane-tribe-launches-children-of-the-sun-solar-i/ …",2018-09-11 23:39:21
27,1039659564394840064,Yes. The cumulative rain and the 100mph winds can be catastrophic. At a minimum expect widespread power outages and flooding. Be safe!,2018-09-11 23:38:50
28,1039659501060804609,"Power outage: Akeredolu pledges to end black out in Ondo South
https://www.tribuneonlineng.com/163955/ 
#NigerianTribunepic.twitter.com/gbAOOeLrRz",2018-09-11 23:38:35
29,1039659201545437184,"We are expecting power outages, unplugging most instruments/system, storing notebooks in protective areas.  Mayne Pharma, Greenville, NC.  ",2018-09-11 23:37:24
30,1039659115025522689,"Tell that to the people of Puerto Rico that you abandoned because they weren't white enough for you! lied about their power outage and the number of their dead, #Shameful",2018-09-11 23:37:03
31,1039658758484500481,Power outage???,2018-09-11 23:35:38
32,1039658730219024387,I don’t get people who buy a ton of milk before an expected power outage.,2018-09-11 23:35:31
33,1039658727404650496,"Hi, I am getting ready for Hurricane Florence!  I will miss the worst, but anticipating power outage, & stuck at home for 24 hrs. or more.",2018-09-11 23:35:31
34,1039658347459485696,You Should Always Put a Quarter on a Frozen Cup of Water Before a Power Outage. Interesting  https://www.prevention.com/life/a23082128/cup-quarter-trick/ … via @PreventionMag,2018-09-11 23:34:00
35,1039657806490521600,Power outage whaddiumean brother,2018-09-11 23:31:51
36,1039657412691673088,"We’re expected to have statewide power outages, flooding and tornados here.",2018-09-11 23:30:17
37,1039657274732511232,"A few weeks, maybe days?, later there was a power outage the school because of a storm. We lived nearish Hill AFB & I remember the principal over the intercom telling us there were no indications at the time it had to do with terrorism.",2018-09-11 23:29:44
38,1039657252397842432,this power outage really brings out a different side of people ,2018-09-11 23:29:39
39,1039657218310844417,traveling up to the mountains tomorrow to try to avoid the power outage situations.,2018-09-11 23:29:31
40,1039657134328356867,POWER OUTAGE: #NewAlbany Light Gas and Water tells @DaniellaWTVA it’s east of the Little Tallahatchie River and workers are trying to figure out how long it’ll take to address the issue.   #WTVA9News,2018-09-11 23:29:11
41,1039656805448790017,"""Virginians prepare for power outages: ‘That’s my main concern’""  https://wtvr.com/2018/09/11/virignians-prepare-for-power-outages-thats-my-main-concern/ …",2018-09-11 23:27:52
42,1039656704860991489,"If you were in my stream, think a power outage happened so uh... Yeah",2018-09-11 23:27:28
43,1039656410492153856,"It actually is. The LGBT community asks for the basic rights like the right to privacy, the right to get married, the right to be treated like humans. LGBT rights are human rights.
Stop complaining about power outages, move to a country that has steady power supply. https://twitter.com/Chukydyk/status/1039653407236268044 …",2018-09-11 23:26:18
44,1039656391760379904,"Update:★Right now there's been News about this Hurricane Florence advancing its way through. I may suffer from a power outage. So there's a chance you probably won't see me around. I can say it's a big one because my roof is leaking, from all the rain. Y'all stay safe and warm!",2018-09-11 23:26:14
45,1039656390372085760,Whataboutism isn’t helping Sandy & Maria survivors get home. If SI is hit and if we suffer massive damage & power outages I’m sure the 2 previous posters will be super happy to only receive gov’t paper towels. Talk about hypocrisy!,2018-09-11 23:26:14
46,1039656261225271301,Well hopefully where I am we wont have a power outage and the wind gust and the wind wont be so bad.,2018-09-11 23:25:43
47,1039655931116761093,Power outage! Tonight’s Financial Aid presentation will be rescheduled.,2018-09-11 23:24:24
48,1039655914679291907,"Some important information on reporting power outages, trees down and flooding during hurricane Florence. pic.twitter.com/HenyldGBr0",2018-09-11 23:24:20
49,1039655788036452353,"AT&T fam please be prepared for this storm! Check on your neighbors especially the elderly ones. Power outages and flooding are expected, stay safe ",2018-09-11 23:23:50
50,1039655359638659074,Power outage concerns?,2018-09-11 23:22:08
51,1039655295876837376,"Power outages were common BEFORE the hurricane, because of lack of technicians, and vandalism, and copper theft.",2018-09-11 23:21:53
52,1039655267733000192,Boo :( Sleep during the power outage? :),2018-09-11 23:21:46
53,1039655183213637638,You Should Always Put a Quarter on a Frozen Cup of Water Before a Power Outage http://flip.it/ehDINg ,2018-09-11 23:21:26
54,1039654869576155136,"Strongest wind= Friday and Saturday. 

You'll hear the wind chimes on your porch, especially Friday night! 

Significant wind damage will NOT occur, but the breeze could be strong enough for power outages. pic.twitter.com/9OSFATFAbT",2018-09-11 23:20:11
55,1039654575341494273,"Syria gas attack false flag, the sun spot power outage that 4chan is going nuts over, and Huricanne florence could all hit on the same night. We just might be in for one big happening boys",2018-09-11 23:19:01
56,1039654538746232832,"This is a hurricane readiness test. In such an emergency it's advised to have cash available in case of power outages. So: If the evacuation order comes, where do you have the cash ready in the house, and how much?",2018-09-11 23:18:52
57,1039654272697131008,Please RT & if you have the ability donate to the animal hospital. Dr Ivy is always taking care of her patients donating & giving meds at cost. They lost all their refrigerated meds.  Losses due to Power Outage https://www.gofundme.com/revenue-losses-due-to-power-outage?pc=tw_dn_cpgnsharemore_r&rcid=r01-15367076789-fe19d07efad64b77 …,2018-09-11 23:17:49
58,1039653829002842113,"Power outage closed east Burlington Wal-Mart on Tuesday
http://www.thetimesnews.com/news/20180911/power-outage-closes-east-burlington-wal-mart …pic.twitter.com/EMBNgvftby",2018-09-11 23:16:03
59,1039653385807581185,"Pepco presenting about possibility of outages during Hurricane #Florence. Says they will do their best, but now is a good time to prepare for power outages. #ANC7Dpic.twitter.com/ztHsxCkkP2",2018-09-11 23:14:17
60,1039653343549960192,"Okay, I think I'm officially ready for Florence now.

Might have to pick up some pet meds, but other than that I'm good.

Gonna spend the rest of my week working, so I can get my hours in before a potential power outage.",2018-09-11 23:14:07
61,1039653042776227840,"The only time I ever went there was during an electrical storm and there was a sudden power outage, We had to leave the restaurant before we had a chance to eat.",2018-09-11 23:12:55
62,1039652795161305088,"I'm so ready to maso the mix.

But the typhoon and probable power outage...

God bless our CB team ",2018-09-11 23:11:56
63,1039652514503839744,Tropical-storm-force winds will arrive tonight. Power outages are possible. pic.twitter.com/YbsH4QUZ5a,2018-09-11 23:10:49
64,1039652428008882176,"That is a dangerous presedent that every person should object to. It will result in the genocide of those who have no credit card, it will deny food in power outages, in the event of an EMP attack it will leave the USA without paper & coin currency, & it is a Communistic agenda",2018-09-11 23:10:29
65,1039652270470819840,Is there a big risk of power outages,2018-09-11 23:09:51
66,1039651599570952193,"There was a power outage in Hyderabad on the IST evening of 9/11 2001 & we were listening to TV channel feeds on FM radio out of boredom. When it began, it was like a joke, like Orson Welles' War of the Worlds. The next day it turned out to be true - #NeverForget911 #NeverForget",2018-09-11 23:07:11
67,1039651383610408960,Please pray for me and my friends here in VA. We all are traveling to safer places but still might suffer from flooding and power outages. I will try to keep my family updated as much as I can on my safety. Thank you for the prayers ,2018-09-11 23:06:20
68,1039651240991514624,"He......he doesn’t even know if the eye will pass over him. It’s like 30 mins. The whole storm is like 24 hours. 

Just tell him to go inland an hour. He can have all the fun with rain and wind and power outages without the 20 ft storm surge.",2018-09-11 23:05:46
69,1039650756754919424,"Better question, Could that wind gust alone cause power outages? Because where I live we sometimes do get 30-40 mph winds during the fall season and still have power.",2018-09-11 23:03:50
70,1039650562046865409,Yes - the area is predicted to receive major rainfall and winds. Residents are planning for flooding and power outages that will go long beyond the September 20th deadline your policies have indicated.,2018-09-11 23:03:04
71,1039650415934156807,"Watching the east coast prepare for Helene, I'm sort of sponging up the anxiety, remembering fleeing my home last year for Harvey. I work from home, and any power outages would have meant PTO time, of which I get 10 days a year. My apartment was without power for 5 days.",2018-09-11 23:02:29
72,1039650222018834432,"Since Friday we are expecting some power outages thought I'd share a tip I saw on here. 

Fill your washing machine with ice to keep drinks and foods chilled so it wont go bad. As the ice melts the water just... https://www.facebook.com/100006267602061/posts/2120321694853397/ …",2018-09-11 23:01:43
