,id,text,timestamp
0,44022,Power outage im scared ,2006-10-16 16:46:54
1,42881,power outage.  Suck it.,2006-10-13 21:41:32
2,12811,Just finding out the extent of the power outage in St. Louis. ,2006-07-21 23:23:21
3,12221,"476,000 poeple with out power, trees,buildings and power lines knocked down all over the city,
he power outages will present a challenge to utility crews try...",2006-07-20 13:43:52
4,11609,Recovering my network after a power outage. Good times,2006-07-19 00:23:19
5,915003121184600064,"Dear @XcelEnergyCO, thanks for yet another power spike and outage. I love recreating lost work.",2017-10-02 23:58:38
6,915003038351294465,"More rain forecast after Bundaberg hammered with flash flooding, power outages http://www.abc.net.au/news/2017-10-02/bundaberg-hit-with-downpour,-flash-flooding/9007022 … via @ABCNews",2017-10-02 23:58:18
7,915002180247212032,"On Sat., due to a planned power outage, all Va. Supreme Court online services will be unavailable or intermittent between 6 a.m. and 6 p.m.",2017-10-02 23:54:54
8,915001946976673793,"The CRA is currently experiencing a power outage with no ETA on service restoration.

Phone will not work to this... http://fb.me/8NxGgD0fV ",2017-10-02 23:53:58
9,914999831218855937,Nothing brings your neighborhood closer together than a power outage and a hatred of the same landlord,2017-10-02 23:45:34
10,914998915518353408,"Car hit pole. Crews working to get power restored ASAP. #SGF

Report outage  1-888-863-9001

Outage map  http://bit.ly/CU-OutageMap pic.twitter.com/ErF0UdyCOy",2017-10-02 23:41:55
11,914998009083174912,"Sorry for late response -- power outage in S Fl. 
-",2017-10-02 23:38:19
12,914997802283028480,"Snowstorm creates havoc on Colorado mountain roads, power outages in 45,000 high country homes http://yonews.org/snowstorm-creates-havoc-on-colorado-mountain-roads-power-outages-in-45000-high-country-homes/ …",2017-10-02 23:37:30
13,914997717721538560,"Outage leaves 537 La Cañada homes without power, affects traffic along Foothill Boulevard http://trib.in/2kip2Ot ",2017-10-02 23:37:10
14,914997597726810112,UT owes me a refund with all of the issues that came with the power outage,2017-10-02 23:36:41
15,914997444471115778,Twice in a row power outage ruined our league of legends game just when we were about to win.,2017-10-02 23:36:05
16,914997252355182593,Marquei como visto The Flash (2014) - 1x7 - Power Outage http://bit.ly/1xwktKw  #bancodeseries,2017-10-02 23:35:19
17,914997138383192064,"Outage leaves 537 La Cañada homes without power, affects traffic along Foothill Boulevard http://www.latimes.com/socal/la-canada-valley-sun/news/tn-vsl-me-power-outage-20171002-story.html …",2017-10-02 23:34:52
18,914995925033947136,POWER OUTAGE UPDATE - Riversdale http://owl.li/M8C3N ,2017-10-02 23:30:02
19,914995507365318656,"No, Fred Meyer, I didn’t want my meds today.. your power outage was a HUGE convenience this afternoon. ",2017-10-02 23:28:23
20,914995454613626881,Did your computer stop working after the power outage?. Contact us to get yourself up and running. #seatoskygeekpic.twitter.com/J1vHkCnTS7,2017-10-02 23:28:10
21,914995250946592768,"Good morning,
Unfortunately due to power outage, our phone lines and computers are down, we will keep this page... http://fb.me/EqMgzQ4o ",2017-10-02 23:27:22
22,914993742788091904,"Hey Penelec!!!
Could you updated the people of Mifflin County on the power outage!
Went into your website but nothing is posted!",2017-10-02 23:21:22
23,914993364851765248,We're aware of the outage and working to restore power. Details available on our map: https://service.fortisalberta.com/ ,2017-10-02 23:19:52
24,914993125491216384,"Power outage at Big Valley, this also affects Lowden Lake and Stettler as these sites work through Big Valley.",2017-10-02 23:18:55
25,955960469,"finally got a good nap in, there been too many 5hr sleep nights. missed Xman in Oct, fac power outage went okay and walkthru of house okay",2008-10-11 23:44:36
26,955957688,power outage in Roanoke apparently not affecting the westport beach club.,2008-10-11 23:40:47
27,955918648,"NEWS: 
Extreme weather causes power outages in the area
 : 	Close to 1,500 homes in Boise's N.. http://tinyurl.com/4wkspo",2008-10-11 22:50:56
